date,asset_i,asset_j,cov
2020-09-30,TIP,TIP,2.07032670414223e-05
2020-09-30,TIP,LQD,2.2923976629576623e-06
2020-09-30,TIP,VNQ,6.0071378136834e-06
2020-09-30,TIP,GLD,4.401010849082398e-06
2020-09-30,TIP,DBC,5.502775327788371e-06
2020-09-30,LQD,SPY,2.839347784073929e-05
2020-09-30,LQD,VEA,2.732607931023365e-05
2020-09-30,LQD,EEM,3.1588700239667835e-05
2020-09-30,LQD,IEF,2.479686692666622e-06
2020-09-30,LQD,TLT,1.979699255513295e-06
2020-09-30,LQD,TIP,2.2923976629576623e-06
2020-09-30,LQD,LQD,3.0029964818401865e-05
2020-09-30,LQD,VNQ,5.783780916613621e-06
2020-09-30,LQD,GLD,3.432687892053162e-06
2020-09-30,LQD,DBC,5.880079887025625e-06
2020-09-30,VNQ,SPY,2.7571869878974778e-05
2020-09-30,VNQ,VEA,2.6532794257185767e-05
2020-09-30,VNQ,EEM,3.7617820541066024e-05
2020-09-30,VNQ,IEF,6.724459262243908e-06
2020-09-30,VNQ,TLT,9.732387862288317e-06
2020-09-30,VNQ,TIP,6.0071378136834e-06
2020-09-30,VNQ,LQD,5.783780916613621e-06
2020-09-30,VNQ,VNQ,0.0001037916527685889
2020-09-30,VNQ,GLD,8.538856181335951e-06
2020-09-30,VNQ,DBC,4.2741403314338465e-05
2020-09-30,GLD,SPY,2.402383341219602e-05
2020-09-30,GLD,VEA,2.3338806059033887e-05
2020-09-30,GLD,EEM,2.8453256468574036e-05
2020-09-30,GLD,IEF,4.309716660585918e-06
2020-09-30,GLD,TLT,8.02112248845757e-06
2020-09-30,GLD,TIP,4.401010849082398e-06
2020-09-30,GLD,LQD,3.432687892053162e-06
2020-09-30,GLD,VNQ,8.538856181335951e-06
2020-09-30,GLD,GLD,7.447291907250102e-05
2020-09-30,GLD,DBC,1.1416974713188548e-05
2020-09-30,DBC,SPY,3.602508434784965e-05
2020-09-30,DBC,VEA,3.0185893875031356e-05
2020-09-30,DBC,EEM,4.2936336794815625e-05
2020-09-30,DBC,IEF,5.591672580074262e-06
2020-09-30,DBC,TLT,9.726645276767435e-06
2020-09-30,DBC,TIP,5.502775327788371e-06
2020-09-30,DBC,LQD,5.880079887025625e-06
2020-09-30,DBC,VNQ,4.2741403314338465e-05
2020-09-30,DBC,GLD,1.1416974713188548e-05
2020-09-30,DBC,DBC,0.00015631280527700746
2020-10-30,SPY,SPY,0.00012774909598995982
2020-10-30,SPY,VEA,9.559234219672097e-05
2020-10-30,SPY,EEM,0.00011713143847599927
2020-10-30,SPY,IEF,-1.0127632884549218e-05
2020-10-30,SPY,TLT,-1.4978911960392524e-05
2020-10-30,SPY,TIP,-9.031173521419454e-06
2020-10-30,SPY,LQD,2.904499747227198e-05
2020-10-30,SPY,VNQ,2.751928549239456e-05
2020-10-30,SPY,GLD,2.3457504560281586e-05
2020-10-30,SPY,DBC,3.658012385310067e-05
2020-10-30,VEA,SPY,9.559234219672097e-05
2020-10-30,VEA,VEA,0.00012483303684901253
2020-10-30,VEA,EEM,0.00011944888886265375
2020-10-30,VEA,IEF,-1.0521053337117934e-05
2020-10-30,VEA,TLT,-1.6540001820126157e-05
2020-10-30,VEA,TIP,-9.292039377500233e-06
2020-10-30,VEA,LQD,2.8103417025615017e-05
2020-10-30,VEA,VNQ,2.6442694049364528e-05
2020-10-30,VEA,GLD,2.3311640762821343e-05
2020-10-30,VEA,DBC,3.093033228261736e-05
2020-10-30,EEM,SPY,0.00011713143847599927
2020-10-30,EEM,VEA,0.00011944888886265375
2020-10-30,EEM,EEM,0.00019318294623985082
2020-10-30,EEM,IEF,-1.3201178536753303e-05
2020-10-30,EEM,TLT,-2.1271689817393707e-05
2020-10-30,EEM,TIP,-1.1565502233190127e-05
2020-10-30,EEM,LQD,3.243713510148854e-05
2020-10-30,EEM,VNQ,3.812951460218274e-05
2020-10-30,EEM,GLD,2.998963034318978e-05
2020-10-30,EEM,DBC,4.418971038823396e-05
2020-10-30,IEF,SPY,-1.0127632884549218e-05
2020-10-30,IEF,VEA,-1.0521053337117934e-05
2020-10-30,IEF,EEM,-1.3201178536753303e-05
2020-10-30,IEF,IEF,2.0933356881809316e-05
2020-10-30,IEF,TLT,2.467766636928897e-05
2020-10-30,IEF,TIP,1.594700717697876e-05
2020-10-30,IEF,LQD,2.1987877553486224e-06
2020-10-30,IEF,VNQ,6.4739497509428335e-06
2020-10-30,IEF,GLD,4.732692480530983e-06
2020-10-30,IEF,DBC,5.786416356855277e-06
2020-10-30,TLT,SPY,-1.4978911960392524e-05
2020-10-30,TLT,VEA,-1.6540001820126157e-05
2020-10-30,TLT,EEM,-2.1271689817393707e-05
2020-10-30,TLT,IEF,2.467766636928897e-05
2020-10-30,TLT,TLT,4.8338740620101025e-05
2020-10-30,TLT,TIP,2.444565772709541e-05
2020-10-30,TLT,LQD,1.960454956086283e-06
2020-10-30,TLT,VNQ,9.960715645120456e-06
2020-10-30,TLT,GLD,8.691361327282016e-06
2020-10-30,TLT,DBC,1.026269581914112e-05
2020-10-30,TIP,SPY,-9.031173521419454e-06
2020-10-30,TIP,VEA,-9.292039377500233e-06
2020-10-30,TIP,EEM,-1.1565502233190127e-05
2020-10-30,TIP,IEF,1.594700717697876e-05
2020-10-30,TIP,TLT,2.444565772709541e-05
2020-10-30,TIP,TIP,2.062954361902333e-05
2020-10-30,TIP,LQD,2.162995461513947e-06
2020-10-30,TIP,VNQ,5.619660595951848e-06
2020-10-30,TIP,GLD,4.439711310608753e-06
2020-10-30,TIP,DBC,5.489240850300365e-06
2020-10-30,LQD,SPY,2.904499747227198e-05
2020-10-30,LQD,VEA,2.8103417025615017e-05
2020-10-30,LQD,EEM,3.243713510148854e-05
2020-10-30,LQD,IEF,2.1987877553486224e-06
2020-10-30,LQD,TLT,1.960454956086283e-06
2020-10-30,LQD,TIP,2.162995461513947e-06
2020-10-30,LQD,LQD,3.059462770219842e-05
2020-10-30,LQD,VNQ,5.293482510195807e-06
2020-10-30,LQD,GLD,3.6389410237252625e-06
2020-10-30,LQD,DBC,6.212817152131315e-06
2020-10-30,VNQ,SPY,2.751928549239456e-05
2020-10-30,VNQ,VEA,2.6442694049364528e-05
2020-10-30,VNQ,EEM,3.812951460218274e-05
2020-10-30,VNQ,IEF,6.4739497509428335e-06
2020-10-30,VNQ,TLT,9.960715645120456e-06
2020-10-30,VNQ,TIP,5.619660595951848e-06
2020-10-30,VNQ,LQD,5.293482510195807e-06
2020-10-30,VNQ,VNQ,0.00010470764062069774
2020-10-30,VNQ,GLD,8.828695252289113e-06
2020-10-30,VNQ,DBC,4.3945569929253904e-05
2020-10-30,GLD,SPY,2.3457504560281586e-05
2020-10-30,GLD,VEA,2.3311640762821343e-05
2020-10-30,GLD,EEM,2.998963034318978e-05
2020-10-30,GLD,IEF,4.732692480530983e-06
2020-10-30,GLD,TLT,8.691361327282016e-06
2020-10-30,GLD,TIP,4.439711310608753e-06
2020-10-30,GLD,LQD,3.6389410237252625e-06
2020-10-30,GLD,VNQ,8.828695252289113e-06
2020-10-30,GLD,GLD,7.500959589827308e-05
2020-10-30,GLD,DBC,1.1082841195568075e-05
2020-10-30,DBC,SPY,3.658012385310067e-05
2020-10-30,DBC,VEA,3.093033228261736e-05
2020-10-30,DBC,EEM,4.418971038823396e-05
2020-10-30,DBC,IEF,5.786416356855277e-06
2020-10-30,DBC,TLT,1.026269581914112e-05
2020-10-30,DBC,TIP,5.489240850300365e-06
2020-10-30,DBC,LQD,6.212817152131315e-06
2020-10-30,DBC,VNQ,4.3945569929253904e-05
2020-10-30,DBC,GLD,1.1082841195568075e-05
2020-10-30,DBC,DBC,0.00015501297707579126
2020-11-30,SPY,SPY,0.00012784875927728881
2020-11-30,SPY,VEA,9.568517426680987e-05
2020-11-30,SPY,EEM,0.00011741116059287193
2020-11-30,SPY,IEF,-9.991397987677268e-06
2020-11-30,SPY,TLT,-1.5170164315172788e-05
2020-11-30,SPY,TIP,-9.237169337664091e-06
2020-11-30,SPY,LQD,3.0316421696071487e-05
2020-11-30,SPY,VNQ,2.6733205247952677e-05
2020-11-30,SPY,GLD,2.3836969866129523e-05
2020-11-30,SPY,DBC,3.63488957394973e-05
2020-11-30,VEA,SPY,9.568517426680987e-05
2020-11-30,VEA,VEA,0.0001253183693100256
2020-11-30,VEA,EEM,0.00011978769280774823
2020-11-30,VEA,IEF,-1.0770020417962951e-05
2020-11-30,VEA,TLT,-1.665102634032362e-05
2020-11-30,VEA,TIP,-9.5198040940411e-06
2020-11-30,VEA,LQD,2.9380403080534794e-05
2020-11-30,VEA,VNQ,2.5774209114095896e-05
2020-11-30,VEA,GLD,2.420329387602053e-05
2020-11-30,VEA,DBC,3.0308463945616393e-05
2020-11-30,EEM,SPY,0.00011741116059287193
2020-11-30,EEM,VEA,0.00011978769280774823
2020-11-30,EEM,EEM,0.00019227690069174814
2020-11-30,EEM,IEF,-1.3214019839459449e-05
2020-11-30,EEM,TLT,-2.0766966954679427e-05
2020-11-30,EEM,TIP,-1.1502827540035581e-05
2020-11-30,EEM,LQD,3.372282763035372e-05
2020-11-30,EEM,VNQ,3.826296271041824e-05
2020-11-30,EEM,GLD,3.168148182818521e-05
2020-11-30,EEM,DBC,4.291263777355539e-05
2020-11-30,IEF,SPY,-9.991397987677268e-06
2020-11-30,IEF,VEA,-1.0770020417962951e-05
2020-11-30,IEF,EEM,-1.3214019839459449e-05
2020-11-30,IEF,IEF,2.088982917748499e-05
2020-11-30,IEF,TLT,2.4864840608308623e-05
2020-11-30,IEF,TIP,1.594193825481376e-05
2020-11-30,IEF,LQD,2.0175031268207803e-06
2020-11-30,IEF,VNQ,6.3281941612502315e-06
2020-11-30,IEF,GLD,4.145399284655749e-06
2020-11-30,IEF,DBC,5.813621679569229e-06
2020-11-30,TLT,SPY,-1.5170164315172788e-05
2020-11-30,TLT,VEA,-1.665102634032362e-05
2020-11-30,TLT,EEM,-2.0766966954679427e-05
2020-11-30,TLT,IEF,2.4864840608308623e-05
2020-11-30,TLT,TLT,4.9052922867559916e-05
2020-11-30,TLT,TIP,2.468842480443312e-05
2020-11-30,TLT,LQD,1.643114854787492e-06
2020-11-30,TLT,VNQ,1.0682314876626536e-05
2020-11-30,TLT,GLD,8.640025365359885e-06
2020-11-30,TLT,DBC,1.1090910076390393e-05
2020-11-30,TIP,SPY,-9.237169337664091e-06
2020-11-30,TIP,VEA,-9.5198040940411e-06
2020-11-30,TIP,EEM,-1.1502827540035581e-05
2020-11-30,TIP,IEF,1.594193825481376e-05
2020-11-30,TIP,TLT,2.468842480443312e-05
2020-11-30,TIP,TIP,2.0727910969389593e-05
2020-11-30,TIP,LQD,1.836807020263065e-06
2020-11-30,TIP,VNQ,5.828906828137114e-06
2020-11-30,TIP,GLD,4.133607569331448e-06
2020-11-30,TIP,DBC,5.530925465441731e-06
2020-11-30,LQD,SPY,3.0316421696071487e-05
2020-11-30,LQD,VEA,2.9380403080534794e-05
2020-11-30,LQD,EEM,3.372282763035372e-05
2020-11-30,LQD,IEF,2.0175031268207803e-06
2020-11-30,LQD,TLT,1.643114854787492e-06
2020-11-30,LQD,TIP,1.836807020263065e-06
2020-11-30,LQD,LQD,3.0709244580289886e-05
2020-11-30,LQD,VNQ,5.8369188061009864e-06
2020-11-30,LQD,GLD,3.827389192725179e-06
2020-11-30,LQD,DBC,6.4781226865169885e-06
2020-11-30,VNQ,SPY,2.6733205247952677e-05
2020-11-30,VNQ,VEA,2.5774209114095896e-05
2020-11-30,VNQ,EEM,3.826296271041824e-05
2020-11-30,VNQ,IEF,6.3281941612502315e-06
2020-11-30,VNQ,TLT,1.0682314876626536e-05
2020-11-30,VNQ,TIP,5.828906828137114e-06
2020-11-30,VNQ,LQD,5.8369188061009864e-06
2020-11-30,VNQ,VNQ,0.00010499523709972015
2020-11-30,VNQ,GLD,1.0329098626216342e-05
2020-11-30,VNQ,DBC,4.3810011832774576e-05
2020-11-30,GLD,SPY,2.3836969866129523e-05
2020-11-30,GLD,VEA,2.420329387602053e-05
2020-11-30,GLD,EEM,3.168148182818521e-05
2020-11-30,GLD,IEF,4.145399284655749e-06
2020-11-30,GLD,TLT,8.640025365359885e-06
2020-11-30,GLD,TIP,4.133607569331448e-06
2020-11-30,GLD,LQD,3.827389192725179e-06
2020-11-30,GLD,VNQ,1.0329098626216342e-05
2020-11-30,GLD,GLD,7.469117361761053e-05
2020-11-30,GLD,DBC,1.191802673206762e-05
2020-11-30,DBC,SPY,3.63488957394973e-05
2020-11-30,DBC,VEA,3.0308463945616393e-05
2020-11-30,DBC,EEM,4.291263777355539e-05
2020-11-30,DBC,IEF,5.813621679569229e-06
2020-11-30,DBC,TLT,1.1090910076390393e-05
2020-11-30,DBC,TIP,5.530925465441731e-06
2020-11-30,DBC,LQD,6.4781226865169885e-06
2020-11-30,DBC,VNQ,4.3810011832774576e-05
2020-11-30,DBC,GLD,1.191802673206762e-05
2020-11-30,DBC,DBC,0.00015596308122722897
2020-12-31,SPY,SPY,0.00012500183632409252
2020-12-31,SPY,VEA,9.470015624349156e-05
2020-12-31,SPY,EEM,0.00011649987767147793
2020-12-31,SPY,IEF,-1.0287503663858387e-05
2020-12-31,SPY,TLT,-1.592900077024488e-05
2020-12-31,SPY,TIP,-9.268386554237892e-06
2020-12-31,SPY,LQD,2.858083552070708e-05
2020-12-31,SPY,VNQ,2.649122551218995e-05
2020-12-31,SPY,GLD,2.4519181571907812e-05
2020-12-31,SPY,DBC,3.4782866586012476e-05
2020-12-31,VEA,SPY,9.470015624349156e-05
2020-12-31,VEA,VEA,0.00012471149712789983
2020-12-31,VEA,EEM,0.00011879974409292347
2020-12-31,VEA,IEF,-1.124519177901301e-05
2020-12-31,VEA,TLT,-1.7533524301929163e-05
2020-12-31,VEA,TIP,-9.902196245026732e-06
2020-12-31,VEA,LQD,2.8444601461234503e-05
2020-12-31,VEA,VNQ,2.5600114681465498e-05
2020-12-31,VEA,GLD,2.5234357751525513e-05
2020-12-31,VEA,DBC,2.896007704413586e-05
2020-12-31,EEM,SPY,0.00011649987767147793
2020-12-31,EEM,VEA,0.00011879974409292347
2020-12-31,EEM,EEM,0.0001914104612162468
2020-12-31,EEM,IEF,-1.3198678969189631e-05
2020-12-31,EEM,TLT,-2.0460900753979387e-05
2020-12-31,EEM,TIP,-1.130008802245829e-05
2020-12-31,EEM,LQD,3.245234845356793e-05
2020-12-31,EEM,VNQ,3.791503220319202e-05
2020-12-31,EEM,GLD,3.432817376269236e-05
2020-12-31,EEM,DBC,4.130124865451568e-05
2020-12-31,IEF,SPY,-1.0287503663858387e-05
2020-12-31,IEF,VEA,-1.124519177901301e-05
2020-12-31,IEF,EEM,-1.3198678969189631e-05
2020-12-31,IEF,IEF,2.062735440036995e-05
2020-12-31,IEF,TLT,2.461243358352342e-05
2020-12-31,IEF,TIP,1.5739990801083562e-05
2020-12-31,IEF,LQD,2.1859879946293546e-06
2020-12-31,IEF,VNQ,5.872096574631802e-06
2020-12-31,IEF,GLD,3.2032179557772515e-06
2020-12-31,IEF,DBC,5.65780424886592e-06
2020-12-31,TLT,SPY,-1.592900077024488e-05
2020-12-31,TLT,VEA,-1.7533524301929163e-05
2020-12-31,TLT,EEM,-2.0460900753979387e-05
2020-12-31,TLT,IEF,2.461243358352342e-05
2020-12-31,TLT,TLT,4.860973401494465e-05
2020-12-31,TLT,TIP,2.4488270769111593e-05
2020-12-31,TLT,LQD,1.7801741144902655e-06
2020-12-31,TLT,VNQ,9.98603043686978e-06
2020-12-31,TLT,GLD,7.3255425585712195e-06
2020-12-31,TLT,DBC,1.0470537790636469e-05
2020-12-31,TIP,SPY,-9.268386554237892e-06
2020-12-31,TIP,VEA,-9.902196245026732e-06
2020-12-31,TIP,EEM,-1.130008802245829e-05
2020-12-31,TIP,IEF,1.5739990801083562e-05
2020-12-31,TIP,TLT,2.4488270769111593e-05
2020-12-31,TIP,TIP,2.0541704800729987e-05
2020-12-31,TIP,LQD,2.0133975337737188e-06
2020-12-31,TIP,VNQ,5.471685547416414e-06
2020-12-31,TIP,GLD,3.3164611496820973e-06
2020-12-31,TIP,DBC,5.587240794942617e-06
2020-12-31,LQD,SPY,2.858083552070708e-05
2020-12-31,LQD,VEA,2.8444601461234503e-05
2020-12-31,LQD,EEM,3.245234845356793e-05
2020-12-31,LQD,IEF,2.1859879946293546e-06
2020-12-31,LQD,TLT,1.7801741144902655e-06
2020-12-31,LQD,TIP,2.0133975337737188e-06
2020-12-31,LQD,LQD,2.9680961711348917e-05
2020-12-31,LQD,VNQ,5.638985171153443e-06
2020-12-31,LQD,GLD,4.1966585905231995e-06
2020-12-31,LQD,DBC,5.232418026579995e-06
2020-12-31,VNQ,SPY,2.649122551218995e-05
2020-12-31,VNQ,VEA,2.5600114681465498e-05
2020-12-31,VNQ,EEM,3.791503220319202e-05
2020-12-31,VNQ,IEF,5.872096574631802e-06
2020-12-31,VNQ,TLT,9.98603043686978e-06
2020-12-31,VNQ,TIP,5.471685547416414e-06
2020-12-31,VNQ,LQD,5.638985171153443e-06
2020-12-31,VNQ,VNQ,0.00010461271629951774
2020-12-31,VNQ,GLD,1.0412386771844774e-05
2020-12-31,VNQ,DBC,4.309851559613466e-05
2020-12-31,GLD,SPY,2.4519181571907812e-05
2020-12-31,GLD,VEA,2.5234357751525513e-05
2020-12-31,GLD,EEM,3.432817376269236e-05
2020-12-31,GLD,IEF,3.2032179557772515e-06
2020-12-31,GLD,TLT,7.3255425585712195e-06
2020-12-31,GLD,TIP,3.3164611496820973e-06
2020-12-31,GLD,LQD,4.1966585905231995e-06
2020-12-31,GLD,VNQ,1.0412386771844774e-05
2020-12-31,GLD,GLD,7.594023857290615e-05
2020-12-31,GLD,DBC,1.2622661680862881e-05
2020-12-31,DBC,SPY,3.4782866586012476e-05
2020-12-31,DBC,VEA,2.896007704413586e-05
2020-12-31,DBC,EEM,4.130124865451568e-05
2020-12-31,DBC,IEF,5.65780424886592e-06
2020-12-31,DBC,TLT,1.0470537790636469e-05
2020-12-31,DBC,TIP,5.587240794942617e-06
2020-12-31,DBC,LQD,5.232418026579995e-06
2020-12-31,DBC,VNQ,4.309851559613466e-05
2020-12-31,DBC,GLD,1.2622661680862881e-05
2020-12-31,DBC,DBC,0.00015519329053374762
2021-01-29,SPY,SPY,0.00012517326332171953
2021-01-29,SPY,VEA,9.535916801023884e-05
2021-01-29,SPY,EEM,0.00011726445082217341
2021-01-29,SPY,IEF,-1.0320722500988937e-05
2021-01-29,SPY,TLT,-1.6200332636885122e-05
2021-01-29,SPY,TIP,-9.355414163564639e-06
2021-01-29,SPY,LQD,2.8770059846442567e-05
2021-01-29,SPY,VNQ,2.6350693168716108e-05
2021-01-29,SPY,GLD,2.3817211084892098e-05
2021-01-29,SPY,DBC,3.561721596666758e-05
2021-01-29,VEA,SPY,9.535916801023884e-05
2021-01-29,VEA,VEA,0.00012586290901344698
2021-01-29,VEA,EEM,0.00012090827580488005
2021-01-29,VEA,IEF,-1.1419013872726425e-05
2021-01-29,VEA,TLT,-1.806191455985588e-05
2021-01-29,VEA,TIP,-1.0067226149491236e-05
2021-01-29,VEA,LQD,2.917994706419022e-05
2021-01-29,VEA,VNQ,2.5740494434647746e-05
2021-01-29,VEA,GLD,2.4365096858018704e-05
2021-01-29,VEA,DBC,3.0483709323761836e-05
2021-01-29,EEM,SPY,0.00011726445082217341
2021-01-29,EEM,VEA,0.00012090827580488005
2021-01-29,EEM,EEM,0.00019498699336211792
2021-01-29,EEM,IEF,-1.3452002146075646e-05
2021-01-29,EEM,TLT,-2.1400845604871354e-05
2021-01-29,EEM,TIP,-1.1615429100300317e-05
2021-01-29,EEM,LQD,3.274747807370544e-05
2021-01-29,EEM,VNQ,3.860999204564483e-05
2021-01-29,EEM,GLD,3.30841316415702e-05
2021-01-29,EEM,DBC,4.255734646115065e-05
2021-01-29,IEF,SPY,-1.0320722500988937e-05
2021-01-29,IEF,VEA,-1.1419013872726425e-05
2021-01-29,IEF,EEM,-1.3452002146075646e-05
2021-01-29,IEF,IEF,2.0818578788643653e-05
2021-01-29,IEF,TLT,2.4859431813678717e-05
2021-01-29,IEF,TIP,1.5951239094718542e-05
2021-01-29,IEF,LQD,2.1191384542258636e-06
2021-01-29,IEF,VNQ,5.868655711166642e-06
2021-01-29,IEF,GLD,3.1071071453901466e-06
2021-01-29,IEF,DBC,6.365592175904713e-06
2021-01-29,TLT,SPY,-1.6200332636885122e-05
2021-01-29,TLT,VEA,-1.806191455985588e-05
2021-01-29,TLT,EEM,-2.1400845604871354e-05
2021-01-29,TLT,IEF,2.4859431813678717e-05
2021-01-29,TLT,TLT,4.888005848831051e-05
2021-01-29,TLT,TIP,2.4713108497913872e-05
2021-01-29,TLT,LQD,1.6285912522835402e-06
2021-01-29,TLT,VNQ,9.877167763285017e-06
2021-01-29,TLT,GLD,7.295175488502671e-06
2021-01-29,TLT,DBC,1.0708942219006952e-05
2021-01-29,TIP,SPY,-9.355414163564639e-06
2021-01-29,TIP,VEA,-1.0067226149491236e-05
2021-01-29,TIP,EEM,-1.1615429100300317e-05
2021-01-29,TIP,IEF,1.5951239094718542e-05
2021-01-29,TIP,TLT,2.4713108497913872e-05
2021-01-29,TIP,TIP,2.0699628210611192e-05
2021-01-29,TIP,LQD,1.9547367640960955e-06
2021-01-29,TIP,VNQ,5.4724397476850385e-06
2021-01-29,TIP,GLD,3.101160328210691e-06
2021-01-29,TIP,DBC,6.1530250881125814e-06
2021-01-29,LQD,SPY,2.8770059846442567e-05
2021-01-29,LQD,VEA,2.917994706419022e-05
2021-01-29,LQD,EEM,3.274747807370544e-05
2021-01-29,LQD,IEF,2.1191384542258636e-06
2021-01-29,LQD,TLT,1.6285912522835402e-06
2021-01-29,LQD,TIP,1.9547367640960955e-06
2021-01-29,LQD,LQD,2.9626128832500844e-05
2021-01-29,LQD,VNQ,5.939734298171474e-06
2021-01-29,LQD,GLD,4.467104447137965e-06
2021-01-29,LQD,DBC,6.090416365078193e-06
2021-01-29,VNQ,SPY,2.6350693168716108e-05
2021-01-29,VNQ,VEA,2.5740494434647746e-05
2021-01-29,VNQ,EEM,3.860999204564483e-05
2021-01-29,VNQ,IEF,5.868655711166642e-06
2021-01-29,VNQ,TLT,9.877167763285017e-06
2021-01-29,VNQ,TIP,5.4724397476850385e-06
2021-01-29,VNQ,LQD,5.939734298171474e-06
2021-01-29,VNQ,VNQ,0.00010497796024121992
2021-01-29,VNQ,GLD,8.936104233497881e-06
2021-01-29,VNQ,DBC,4.281309700908683e-05
2021-01-29,GLD,SPY,2.3817211084892098e-05
2021-01-29,GLD,VEA,2.4365096858018704e-05
2021-01-29,GLD,EEM,3.30841316415702e-05
2021-01-29,GLD,IEF,3.1071071453901466e-06
2021-01-29,GLD,TLT,7.295175488502671e-06
2021-01-29,GLD,TIP,3.101160328210691e-06
2021-01-29,GLD,LQD,4.467104447137965e-06
2021-01-29,GLD,VNQ,8.936104233497881e-06
2021-01-29,GLD,GLD,7.45006997332261e-05
2021-01-29,GLD,DBC,1.208631002812428e-05
2021-01-29,DBC,SPY,3.561721596666758e-05
2021-01-29,DBC,VEA,3.0483709323761836e-05
2021-01-29,DBC,EEM,4.255734646115065e-05
2021-01-29,DBC,IEF,6.365592175904713e-06
2021-01-29,DBC,TLT,1.0708942219006952e-05
2021-01-29,DBC,TIP,6.1530250881125814e-06
2021-01-29,DBC,LQD,6.090416365078193e-06
2021-01-29,DBC,VNQ,4.281309700908683e-05
2021-01-29,DBC,GLD,1.208631002812428e-05
2021-01-29,DBC,DBC,0.00015673702013494493
2021-02-26,SPY,SPY,0.00012602142044596096
2021-02-26,SPY,VEA,9.608048101610711e-05
2021-02-26,SPY,EEM,0.00011749089074729294
2021-02-26,SPY,IEF,-1.0625922984354248e-05
2021-02-26,SPY,TLT,-1.629869727780065e-05
2021-02-26,SPY,TIP,-9.422935060028876e-06
2021-02-26,SPY,LQD,2.90766382272536e-05
2021-02-26,SPY,VNQ,2.5498088457542895e-05
2021-02-26,SPY,GLD,2.418905035944037e-05
2021-02-26,SPY,DBC,3.44777945326284e-05
2021-02-26,VEA,SPY,9.608048101610711e-05
2021-02-26,VEA,VEA,0.00012576671050068596
2021-02-26,VEA,EEM,0.00012050622411471812
2021-02-26,VEA,IEF,-1.1047231710605199e-05
2021-02-26,VEA,TLT,-1.752091551684351e-05
2021-02-26,VEA,TIP,-9.709342757900013e-06
2021-02-26,VEA,LQD,2.9311050102499153e-05
2021-02-26,VEA,VNQ,2.610412869116249e-05
2021-02-26,VEA,GLD,2.4649916682214484e-05
2021-02-26,VEA,DBC,2.9398141504356337e-05
2021-02-26,EEM,SPY,0.00011749089074729294
2021-02-26,EEM,VEA,0.00012050622411471812
2021-02-26,EEM,EEM,0.00019373956671428876
2021-02-26,EEM,IEF,-1.30740713452272e-05
2021-02-26,EEM,TLT,-2.0963406036951758e-05
2021-02-26,EEM,TIP,-1.1367632953577763e-05
2021-02-26,EEM,LQD,3.314380397979343e-05
2021-02-26,EEM,VNQ,3.7733041018114306e-05
2021-02-26,EEM,GLD,3.29762986358735e-05
2021-02-26,EEM,DBC,4.122217285010293e-05
2021-02-26,IEF,SPY,-1.0625922984354248e-05
2021-02-26,IEF,VEA,-1.1047231710605199e-05
2021-02-26,IEF,EEM,-1.30740713452272e-05
2021-02-26,IEF,IEF,2.105670965945966e-05
2021-02-26,IEF,TLT,2.5246589000585896e-05
2021-02-26,IEF,TIP,1.6093042963470506e-05
2021-02-26,IEF,LQD,2.2140026094050337e-06
2021-02-26,IEF,VNQ,6.239127534645227e-06
2021-02-26,IEF,GLD,3.094410339248969e-06
2021-02-26,IEF,DBC,6.7758180637080556e-06
2021-02-26,TLT,SPY,-1.629869727780065e-05
2021-02-26,TLT,VEA,-1.752091551684351e-05
2021-02-26,TLT,EEM,-2.0963406036951758e-05
2021-02-26,TLT,IEF,2.5246589000585896e-05
2021-02-26,TLT,TLT,4.951297003515172e-05
2021-02-26,TLT,TIP,2.4988188975603644e-05
2021-02-26,TLT,LQD,1.5053128701995888e-06
2021-02-26,TLT,VNQ,1.076764121872259e-05
2021-02-26,TLT,GLD,7.320702828584856e-06
2021-02-26,TLT,DBC,1.1718913302562464e-05
2021-02-26,TIP,SPY,-9.422935060028876e-06
2021-02-26,TIP,VEA,-9.709342757900013e-06
2021-02-26,TIP,EEM,-1.1367632953577763e-05
2021-02-26,TIP,IEF,1.6093042963470506e-05
2021-02-26,TIP,TLT,2.4988188975603644e-05
2021-02-26,TIP,TIP,2.089975735934712e-05
2021-02-26,TIP,LQD,1.9677370546976623e-06
2021-02-26,TIP,VNQ,5.904788051128704e-06
2021-02-26,TIP,GLD,3.0707239621884225e-06
2021-02-26,TIP,DBC,6.312831492726167e-06
2021-02-26,LQD,SPY,2.90766382272536e-05
2021-02-26,LQD,VEA,2.9311050102499153e-05
2021-02-26,LQD,EEM,3.314380397979343e-05
2021-02-26,LQD,IEF,2.2140026094050337e-06
2021-02-26,LQD,TLT,1.5053128701995888e-06
2021-02-26,LQD,TIP,1.9677370546976623e-06
2021-02-26,LQD,LQD,2.9615973640794267e-05
2021-02-26,LQD,VNQ,6.518018026009215e-06
2021-02-26,LQD,GLD,4.261297982944912e-06
2021-02-26,LQD,DBC,6.203761571085624e-06
2021-02-26,VNQ,SPY,2.5498088457542895e-05
2021-02-26,VNQ,VEA,2.610412869116249e-05
2021-02-26,VNQ,EEM,3.7733041018114306e-05
2021-02-26,VNQ,IEF,6.239127534645227e-06
2021-02-26,VNQ,TLT,1.076764121872259e-05
2021-02-26,VNQ,TIP,5.904788051128704e-06
2021-02-26,VNQ,LQD,6.518018026009215e-06
2021-02-26,VNQ,VNQ,0.0001051196946196168
